label,centros,type,competencias,lineas
1813,"50018261,5001826",recm,"Aprender a aprender,","Metodologías activas,"
1814,50009580,recm,"Aprender a aprender,","Metodologías activas,"
1815,"50018258,5001826",recm,"Aprender a aprender,","Metodologías activas,"
1816,50009452,recm,"Aprender a aprender,","Metodologías activas,"
1817,"50006074,5000607",recm,"Aprender a aprender,","Metodologías activas,"
1818,"50006050,5000605",recm,"Aprender a aprender,","Metodologías activas,"
1819,50018143,recm,"Aprender a aprender,","Metodologías activas,"
1820,50009403,recm,"Aprender a aprender,","Metodologías activas,"
1821,,recm,"Aprender a aprender,","Metodologías activas,"
1822,50009749,recm,"Aprender a aprender,","Metodologías activas,"
1823,50006438,recm,"Aprender a aprender,","Metodologías activas,"
1824,"50019019,5001902",recm,"Aprender a aprender,","Metodologías activas,"
1825,50007236,recm,"Competencia en comunicación lingüística, Competencias sociales y cívicas,","Comunicación oral,"
1826,"50010296,50010296,50010296",recm,"Sentido de la iniciativa y espíritu emprendedor, Competencia matemática y competencias básicas en ciencia y tecnología, Competencias sociales y cívicas, Conciencia y expresiones culturales, Competencia en comunicación lingüística,","Metodologías activas,"
1827,50010296,recm,"Competencia en comunicación lingüística, Conciencia y expresiones culturales,",
1829,50007236,recm,"Aprender a aprender, Competencia digital, Competencia en comunicación lingüística, Competencia matemática y competencias básicas en ciencia y tecnología, Competencias sociales y cívicas, Conciencia y expresiones culturales, Sentido de la iniciativa y espíritu emprendedor,","Metodologías activas,"
1832,50005768,recm,"Competencia en comunicación lingüística, Competencias sociales y cívicas,","Compromiso social, Comunicación oral, Gestión de las emociones,"
1834,"50010296,500103",recm,"Competencia en comunicación lingüística, Competencias sociales y cívicas, Conciencia y expresiones culturales,","Metodologías activas,"
1836,"50007236,50000412,22003239",recm,,"TAC (Tecnologías del Aprendizaje y del Conocimiento), Metodologías activas, Compromiso social,"
1874,"50010296,50010296,50010296",recm,,
1876,50010296,recm,"Aprender a aprender, Competencia digital, Competencia matemática y competencias básicas en ciencia y tecnología, Conciencia y expresiones culturales,","Metodologías activas, TAC (Tecnologías del Aprendizaje y del Conocimiento),"
1877,"50005768,50005768,50005768",recm,"Competencia en comunicación lingüística, Aprender a aprender, Competencias sociales y cívicas,","Comunicación oral, Gestión de las emociones, Compromiso social,"
1879,50010296,recm,"Competencia en comunicación lingüística, Competencias sociales y cívicas, Conciencia y expresiones culturales,","Comunicación oral, Compromiso social,"
1880,"50007236,5000724",recm,,
1881,50019147,recm,"Sentido de la iniciativa y espíritu emprendedor, Conciencia y expresiones culturales, Competencias sociales y cívicas, Competencia matemática y competencias básicas en ciencia y tecnología, Competencia digital, Aprender a aprender,","Metodologías activas, Compromiso social,"
1882,44004811,recm,"Aprender a aprender,","Metodologías activas,"
1883,50011446,recm,"Aprender a aprender, Competencia digital, Competencia en comunicación lingüística, Competencia matemática y competencias básicas en ciencia y tecnología, Competencias sociales y cívicas, Conciencia y expresiones culturales, Sentido de la iniciativa y espíritu emprendedor,","TAC (Tecnologías del Aprendizaje y del Conocimiento), Compromiso social,"
1884,"50009592,5000959",recm,"Competencia en comunicación lingüística,","Comunicación oral,"
1885,"50009592,5000959",recm,"Competencia en comunicación lingüística,","Comunicación oral,"
1886,50009211,recm,"Competencia digital, Aprender a aprender,","TAC (Tecnologías del Aprendizaje y del Conocimiento),"
1887,50017886,recm,"Competencia en comunicación lingüística, Conciencia y expresiones culturales,","Comunicación oral,"
1888,50019020,recm,"Aprender a aprender, Competencia digital, Competencia en comunicación lingüística,","Comunicación oral, Metodologías activas, TAC (Tecnologías del Aprendizaje y del Conocimiento),"
1889,22003902,recm,"Aprender a aprender, Competencia digital, Competencia en comunicación lingüística, Competencias sociales y cívicas, Conciencia y expresiones culturales, Sentido de la iniciativa y espíritu emprendedor,","Compromiso social, Comunicación oral, Gestión de las emociones, Metodologías activas,"
1891,50006232,recm,"Competencia en comunicación lingüística, Aprender a aprender, Competencias sociales y cívicas, Conciencia y expresiones culturales,","Comunicación oral, Metodologías activas,"
1893,50006232,recm,"Aprender a aprender, Competencias sociales y cívicas,","Compromiso social, Gestión de las emociones, Metodologías activas,"
1894,"22004955,22004955,22004955",recm,"Aprender a aprender, Competencia digital, Competencia en comunicación lingüística, Competencias sociales y cívicas, Conciencia y expresiones culturales, Sentido de la iniciativa y espíritu emprendedor,","Compromiso social, Gestión de las emociones, Metodologías activas,"
1895,22003902,recm,"Aprender a aprender, Competencia en comunicación lingüística, Competencias sociales y cívicas, Sentido de la iniciativa y espíritu emprendedor, Conciencia y expresiones culturales,","Compromiso social, Comunicación oral, Gestión de las emociones, Metodologías activas, TAC (Tecnologías del Aprendizaje y del Conocimiento),"
1896,50006128,recm,"Competencia en comunicación lingüística, Aprender a aprender, Competencias sociales y cívicas, Sentido de la iniciativa y espíritu emprendedor, Conciencia y expresiones culturales,","Metodologías activas,"
1897,50002512,recm,,
1898,50010181,recm,"Aprender a aprender, Competencia en comunicación lingüística, Competencias sociales y cívicas, Conciencia y expresiones culturales,","Metodologías activas, Compromiso social,"
1899,50000904,recm,"Aprender a aprender, Competencia matemática y competencias básicas en ciencia y tecnología, Sentido de la iniciativa y espíritu emprendedor,","Metodologías activas, Comunicación oral,"
1900,50007777,recm,"Competencias sociales y cívicas, Sentido de la iniciativa y espíritu emprendedor,","Compromiso social, Metodologías activas,"
1901,"50011422,50002512,50011343,50004703",recm,,"Metodologías activas,"
1903,50010296,recm,"Conciencia y expresiones culturales,","Gestión de las emociones,"
1904,50000618,recm,"Competencia matemática y competencias básicas en ciencia y tecnología, Sentido de la iniciativa y espíritu emprendedor,","Metodologías activas,"
1905,50006128,recm,"Aprender a aprender,","Metodologías activas,"
1906,22003902,recm,"Aprender a aprender, Competencia digital, Competencia en comunicación lingüística, Competencias sociales y cívicas, Conciencia y expresiones culturales, Sentido de la iniciativa y espíritu emprendedor, Competencia matemática y competencias básicas en ciencia y tecnología,",
1907,50009385,recm,"Competencia matemática y competencias básicas en ciencia y tecnología, Competencia digital,","TAC (Tecnologías del Aprendizaje y del Conocimiento),"
1908,50008587,recm,"Competencia en comunicación lingüística,","Comunicación oral,"
1910,"22003847,2200385",recm,"Conciencia y expresiones culturales, Competencia en comunicación lingüística,","Gestión de las emociones, Comunicación oral,"
1911,"50006529,50006529,50006529",recm,"Aprender a aprender, Competencia en comunicación lingüística, Conciencia y expresiones culturales,","Metodologías activas,"
1916,50010302,recm,"Aprender a aprender, Competencia en comunicación lingüística, Competencias sociales y cívicas, Conciencia y expresiones culturales,",
1917,50006529,recm,"Conciencia y expresiones culturales,","Metodologías activas,"
1918,50006529,recm,,"Metodologías activas, Compromiso social,"
1920,22003847,recm,"Competencia en comunicación lingüística,","Metodologías activas,"
1929,22003847,recm,"Competencia en comunicación lingüística, Conciencia y expresiones culturales, Aprender a aprender,","Comunicación oral, Metodologías activas,"
1936,50019020,recm,"Competencias sociales y cívicas, Aprender a aprender,","Metodologías activas, TAC (Tecnologías del Aprendizaje y del Conocimiento), Compromiso social,"
1938,50010144,recm,"Competencia en comunicación lingüística, Competencias sociales y cívicas,","Comunicación oral,"
1939,50006888,recm,"Competencia en comunicación lingüística, Competencia digital, Competencias sociales y cívicas,","Metodologías activas,"
